Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
50,16377226,kawachi,"2026-07-02 10:54:49",1052.3,2,"ryu092,yuto5510"
51,16382252,suwat513,"2026-06-30 11:44:27",1052.2,2,suwat513
52,16391856,"Koba Empire","2026-07-01 05:33:34",1051.9,2,"m10i1986,ochisamu,tomokobayashi"
53,16373511,"Got That Weedle?","2026-07-02 00:13:29",1051.4,2,robboyd
54,16413206,"Pavel Pavlov","2026-06-29 19:40:29",1051.3,2,akakii
55,16426023,sqrt4kaido,"2026-07-01 16:58:06",1051.3,2,nomorevotch
56,16386714,Kyogre,"2026-07-02 12:08:52",1050.7,2,"anvel913,ikejun,leek0113,tokoten0926"
57,16381725,llkarill,"2026-06-30 17:22:29",1050.3,2,llkarill
58,16393241,pokeka_ryo,"2026-07-02 12:10:45",1047.9,2,pokekaryo
59,16373169,"Hiro Nomo","2026-07-02 12:07:13",1047.7,2,morinokuma3
60,16386067,xinpw8,"2026-07-01 17:59:16",1047.5,2,xinpw8
61,16375066,PoKade,"2026-07-02 06:37:30",1045.9,2,"kylexia,xunfanxia"
62,16385555,"Maher el Ouahabi","2026-07-02 14:56:09",1044.3,2,maherelouahabi
63,16381505,ryoya,"2026-06-30 16:09:42",1042.2,2,ryoya1122
64,16403994,Oleksandr_Savsunenko,"2026-07-02 14:41:51",1041.7,2,crazyleg11
65,16392727,"Gotem Penguin","2026-06-25 17:57:38",1039.7,2,gotempenguin
66,16380626,"Shishio Makoto","2026-06-27 15:58:30",1039.6,2,shishiomakoto
67,16408078,shibushun,"2026-06-23 15:13:25",1039.6,2,shibushun
68,16372719,"Himi Yamato","2026-06-29 04:32:28",1039.6,2,himihimi
69,16374861,"Mateusz Pawełczuk","2026-07-02 07:47:28",1039.4,2,mateuszpaweczuk
70,16378429,5.5,"2026-07-02 13:37:44",1038.1,2,lihaha36
71,16439610,"ПИКА ПИКА ЧУ ЧУ ЧУ ЧУ ЧУ","2026-07-01 19:30:51",1037.8,2,"clodis,phoenix0501,zabojeb"
72,16382828,Testuo&Ryuji,"2026-06-27 12:15:42",1037.6,2,"yamamotokenta,yamamotokoji"
73,16382420,Yuiki,"2026-06-26 13:15:01",1037.2,2,yuikijp
74,16416965,"Nghia Tran","2026-07-01 23:58:54",1037.2,2,tcnghia
75,16387043,monnu,"2026-06-30 22:30:38",1036.4,2,fuumin621
76,16424758,Skyraider,"2026-07-02 15:40:41",1036.2,2,drpatrickchan
77,16418019,渡邉瑛貴,"2026-06-29 00:47:08",1036.0,2,eeeeiki
78,16395361,milix,"2026-06-19 15:55:31",1035.4,1,milixm
79,16412530,mw,"2026-06-27 22:58:58",1034.9,2,motokazuw
80,16410581,f.a.nina,"2026-06-29 19:16:01",1034.0,2,nina2025
81,16381127,"Boss's Orders Are All You Need","2026-07-02 14:55:07",1033.4,2,"almondman0707,charmq,kazukikumegawa,ymgpalaqs"
82,16380605,Lapra5,"2026-06-24 11:22:26",1033.2,2,lapra5
83,16377081,RK,"2026-07-01 20:16:24",1032.7,2,ryotarokurita
84,16402035,"Inlon Kou","2026-06-26 00:45:40",1032.2,2,inlonkou
85,16388841,Muhandro,"2026-07-02 13:10:28",1032.1,1,muhandro
86,16372882,"katsudon 421","2026-06-20 08:59:03",1032.0,2,katsudon421
87,16455309,三枝木貴浩,"2026-06-30 03:59:58",1031.7,2,necokaiden
88,16389230,"Xenon Soh","2026-06-21 07:03:06",1030.1,2,xenonsoh
89,16373268,"Yoshiki Okayama","2026-06-28 07:19:43",1029.9,2,yoshikiokayama
90,16434663,"Iwa Iwa","2026-07-02 07:29:10",1029.6,2,iwaiwa
91,16378592,k66,"2026-06-30 14:27:04",1029.3,2,k66ninja
92,16392733,"Myckel Uribe","2026-07-02 15:39:28",1028.8,2,myckeluribe
93,16397600,dddmd,"2026-07-02 04:52:22",1028.3,2,dddmdd
94,16385025,NukoNiko15,"2026-07-02 13:13:09",1028.0,2,nukoniko15
95,16427687,"Adam Radziwanowski","2026-07-02 13:35:45",1027.6,2,adamradziwanowski
96,16371549,"Kunal Aarse","2026-06-30 11:43:55",1026.8,2,kunalinfinite
97,16372993,【ＡＩと共に、ＡＩと戦う】tubotu,"2026-07-02 01:14:52",1026.4,2,tubotu
98,16387569,GoodMorning,"2026-06-26 14:39:02",1026.4,2,zhaochenhao2003
99,16382749,tomatomato,"2026-06-21 10:04:15",1025.8,2,masamikobayashi
100,16391545,"MERO TOKI","2026-07-02 00:39:49",1025.3,2,merotoki
101,16372029,Jack,"2026-06-27 14:29:24",1025.2,2,jackvd
102,16381156,taiki,"2026-06-18 11:51:54",1023.7,2,taiki95
103,16371783,"Takaaki Matsuda","2026-07-02 05:49:25",1023.5,2,matsudatakaaki
104,16385751,neuro168,"2026-07-02 13:36:05",1022.6,2,lordmc
105,16389765,みがわり,"2026-06-30 02:33:49",1022.1,2,siruru2007
106,16418377,MR.h,"2026-07-02 08:39:58",1021.9,2,hyh273279
107,16371340,e-toppo,"2026-07-01 14:48:35",1019.3,2,masatomatsui
108,16394906,KentoHako,"2026-07-02 00:25:24",1019.0,2,"kentohako,ypar0329"
109,16421871,hotpotbro,"2026-07-02 08:53:24",1018.7,2,hotpotbro
110,16385080,"Michael Long","2026-06-29 16:47:27",1018.0,2,mikelong
111,16376223,電気通信ポケモン大学,"2026-07-02 09:33:41",1017.2,2,"ncookie0123,reonishida,sashiyatakeguchi,sh1n1230,yuki67"
112,16421541,github/shepsci/kaggle-skill,"2026-07-02 03:10:26",1016.8,2,shepscientific
113,16443196,"Changyuan Chen","2026-07-02 06:37:39",1016.4,2,changyuanchenmit
114,16418966,eurusoo,"2026-06-28 07:07:40",1016.2,2,eurusoo
115,16378106,CMK,"2026-07-02 14:13:27",1014.6,2,"calvinsan123,linnkhantcho,m2km2k"
116,16413763,"Furkan Pirinc","2026-07-01 06:14:51",1013.6,2,fpirinc
117,16390728,"Kazama Yusuke","2026-07-02 13:59:37",1011.1,2,kazamayusuke
118,16382673,pompom555,"2026-07-02 12:16:13",1010.8,2,pompom555
119,16374885,"Bocchieri Alberto","2026-07-02 14:48:51",1010.6,2,bocchierialberto
120,16375282,"david valor","2026-06-29 17:05:42",1010.5,2,davidvalor
121,16399143,大野ユウラ,"2026-06-28 01:31:29",1010.3,2,aurora4869
122,16383107,CardPilotLab,"2026-07-02 13:48:51",1009.7,2,EldieEnfiel
123,16388921,Hexylab,"2026-07-02 07:14:03",1009.7,2,hexylab
124,16402961,PokéPoké,"2026-06-30 19:08:37",1009.4,2,"marwanashref,shiru2"
125,16379820,"Soichiro Kuribayashi","2026-06-29 12:02:54",1009.4,2,soichirokuribayashi
126,16385442,ShiumAI,"2026-07-02 12:13:41",1008.5,2,ito428
127,16374763,"Ryo Ochi","2026-06-26 16:24:41",1008.3,2,ryoochi
128,16381874,Blacklions.,"2026-06-29 08:44:16",1008.0,2,blacklions
129,16381262,takumina,"2026-06-23 07:20:11",1007.9,2,takuminakamatsu
130,16446694,JosephMontana,"2026-07-01 06:38:33",1007.5,2,josephmontana
131,16371609,"Team Rocket","2026-06-28 10:26:43",1007.4,2,"drriddles,fufufukakaka,yamiko835"
132,16373842,"Anirudh K","2026-07-01 03:46:51",1007.2,2,anirudhk
133,16381063,aca-ta,"2026-06-23 00:08:10",1007.1,2,seljydef
134,16371624,yiyu0716,"2026-07-01 12:23:40",1006.6,2,yiyu0716
135,16402694,"TOMOYA Tsunakawa","2026-06-21 06:06:28",1005.7,2,tomoyatsunakawa
136,16381517,tomato414941,"2026-07-02 14:17:57",1005.4,2,tomato414941
137,16439862,tadhase,"2026-07-02 12:06:10",1003.6,2,tadhase
138,16432462,"ne Artem Savchenko","2026-06-26 14:20:43",1002.1,2,neartemsavchenko
139,16384958,DaJimmy,"2026-06-30 20:08:56",1001.7,2,dajimmy
140,16395277,Xunden,"2026-06-30 06:20:56",1001.3,2,xunden
141,16413128,Dicer992,"2026-07-01 05:50:11",1000.8,2,dicer992
142,16374074,"Octavi Grau","2026-07-01 09:45:03",1000.7,2,octaviograu
143,16376297,Rojiomote,"2026-07-02 14:50:42",999.8,2,rojiomote
144,16404314,bonsai,"2026-06-29 21:10:57",998.9,2,aerospacio
145,16376061,Shoto,"2026-07-01 11:28:34",998.1,2,bloodymonday
146,16372986,monsaraida,"2026-07-01 15:26:17",997.9,1,monsaraida
147,16381360,1++++++++,"2026-06-25 23:00:12",997.8,2,datathinker1
148,16411727,TBBJason,"2026-06-24 17:26:57",997.6,1,tbbjason
149,16405152,"Ketchum Alt","2026-07-02 06:35:40",997.1,2,tientrum
150,16379593,"Mathurin Ache","2026-07-02 15:59:33",996.6,2,mathurinache
151,16448124,"Daniel Casellas","2026-07-01 21:36:33",995.9,2,danielcasellas
152,16400220,kurota0612,"2026-06-30 21:42:12",995.3,2,yuichit
153,16386888,"Bektursyn Shaimerden","2026-07-01 03:47:23",995.2,2,bektursyn
154,16399106,ei8171,"2026-06-29 01:48:50",995.0,2,ei8171
155,16419163,Xander,"2026-07-02 09:07:35",994.7,2,canqiang
156,16376869,lingyu07,"2026-06-30 01:57:25",994.4,2,lingyu07
157,16397932,kemurayama,"2026-07-02 15:31:31",994.3,2,yoshiomura
158,16406101,"Ryosei Kojima","2026-06-22 10:23:01",993.4,2,ryoseikojima
159,16420923,lingyundev,"2026-06-28 10:13:27",993.4,2,lingyundev
160,16374194,"GO HIROSHIMA 2","2026-06-29 09:07:56",992.6,2,gohiroshima2
161,16444868,Soma,"2026-07-02 11:11:22",992.2,2,s0umaaa
162,16376649,ysakuragi,"2026-06-23 12:55:06",992.2,2,ysakuragi
163,16421075,teetru,"2026-06-30 16:03:50",992.2,2,teetru
164,16440616,"Ramesh Arvind","2026-06-28 03:26:08",991.3,2,rameshln
165,16391123,Iliamna,"2026-07-02 13:00:49",991.3,2,"decotoj,zack873"
166,16375384,"Alfonso Sánchez","2026-07-02 08:52:53",991.2,2,alfonso1799
167,16389099,puraza,"2026-07-02 15:35:45",991.0,2,puraza
168,16379715,"Ryosei T","2026-07-02 05:54:36",991.0,2,ryoseit
169,16372588,noikaret,"2026-06-26 18:48:23",990.7,2,noikaret
170,16371326,J.Moriuchi,"2026-06-30 05:02:11",990.1,2,hesoponyo
171,16378655,tokawa2997,"2026-06-30 23:19:24",990.0,2,tokawa2997
172,16393651,kyoumonemui,"2026-06-28 03:45:56",990.0,2,kyoumonemui
173,16375800,tetsu2131,"2026-06-30 04:27:53",989.3,2,tetsutani
174,16378076,mogura2.0,"2026-07-01 07:34:38",989.1,2,mogura20
175,16372457,colt,"2026-06-30 00:40:39",988.7,2,xiaomaguo
176,16380615,tellusium,"2026-07-02 08:33:56",988.7,2,tellusium
177,16383673,Banjo,"2026-07-02 06:27:50",988.5,2,banjtheman
178,16398218,"wao zhang","2026-07-01 03:22:56",988.5,2,waozhang
179,16432977,klog,"2026-06-27 13:43:05",988.3,2,mhrzmmhrzm
180,16398539,Hamachi,"2026-07-02 10:55:13",988.2,2,hamatz
181,16385170,SantaClaws,"2026-07-02 10:18:06",988.2,2,vovikdrg
182,16372903,"Emre Cirak","2026-07-01 07:43:35",988.0,2,biohack44
183,16372108,hatakazu93,"2026-06-30 00:42:34",987.8,2,hatakazu93
184,16380589,Pixegami,"2026-07-01 00:18:22",987.8,2,jackpx
185,16383136,mushikera,"2026-07-02 07:46:48",987.5,2,ys1005
186,16437553,YehJames,"2026-07-02 08:48:28",987.0,2,yehjames
187,16381859,kokatsu,"2026-06-28 04:05:53",986.9,2,kokatsu
188,16450813,dreamtear,"2026-06-29 11:22:40",986.9,1,mohanzeng
189,16380936,payanotty,"2026-07-02 15:19:21",985.9,2,"payanotty,tatsuokoshida,tyamujin"
190,16438175,KakuTakagawa,"2026-06-28 15:19:06",985.9,2,kakutakagawa
191,16406031,snowsapphire,"2026-06-29 13:17:41",985.7,2,snowsapphire
192,16382059,Fumi,"2026-06-28 05:03:08",985.6,2,cheersbeer
193,16425040,omoch1...?,"2026-07-02 06:40:55",985.4,2,agecom
194,16387915,tw_shin,"2026-07-02 11:56:33",985.4,2,zfrank7777
195,16431717,wsdsby,"2026-07-01 06:36:31",985.3,2,wsdsby
196,16372132,"Masahiro Nagasawa","2026-07-02 03:29:11",985.3,2,masahironagasawaa
197,16373942,sea8gull,"2026-07-02 13:37:48",985.2,2,sea8gull
198,16431972,ykhnkf,"2026-07-01 07:11:44",985.1,2,ykhnkf
199,16400870,victorvv,"2026-06-30 09:33:01",984.4,2,whs66666666666
200,16399641,進め！きぺお隊長,"2026-07-02 11:33:33",984.3,2,"kawasakiniko,kipeo22,minamimori,souakkk"
201,16428200,tsuvo,"2026-06-29 03:51:04",984.3,2,shotarootsubo
202,16413287,"Biel Escola Rodrigo","2026-06-30 06:51:20",984.1,2,bielescolarodrigo
203,16381422,"Yasuo 0/10/0","2026-06-28 06:37:00",983.9,2,tomoakikamijima
204,16382115,BluezLee,"2026-07-02 15:09:23",983.6,2,bluezlee
205,16392357,HiroyukiSasaki,"2026-07-02 05:06:02",983.0,2,hiroyukisasaki815
206,16374172,"Umair Zia","2026-07-01 16:03:31",982.6,2,stealthtechnologies
207,16391949,ばう,"2026-07-02 15:51:15",982.3,2,zenqkaggle
208,16382867,"Yuto Muroshima","2026-06-23 11:25:27",982.2,2,yutomuroshima
209,16404352,Oshbocker,"2026-07-02 04:48:45",981.7,2,oshbocker
210,16373523,SH11235,"2026-06-28 14:59:43",981.2,2,sh11235
211,16433241,Pikachu,"2026-06-30 18:13:53",981.1,2,anirudhkumaraheer
212,16382995,onechan1,"2026-06-17 15:57:54",980.9,1,onechan1
213,16377702,"Koki Funahashi","2026-07-02 11:18:15",980.7,2,funashi
214,16389796,gurene-do,"2026-07-01 07:02:22",980.6,2,gurenedo
215,16378672,yamamekko,"2026-06-23 05:52:44",980.5,2,yamamekko
216,16382451,Libra,"2026-07-01 13:55:27",980.4,2,libra2924
217,16376334,Janglish,"2026-06-30 03:24:22",980.2,2,janglish
218,16392629,Leundai,"2026-06-23 02:19:33",980.1,2,leundai
219,16376533,Kyo_s_s,"2026-06-17 02:45:37",979.8,1,"kyosss,yomi8802"
220,16459131,Ausrine,"2026-06-30 15:15:17",979.2,2,ausrine
221,16402445,"Soulemane ISSIFOU","2026-07-02 08:03:12",979.1,2,soulemaneisissifou
222,16445965,Hanliu0408,"2026-06-30 21:46:29",978.9,2,hanliu0408
223,16431773,barrybao123,"2026-07-02 11:05:10",978.5,2,barrybao123
224,16371434,Budew,"2026-07-02 15:48:20",978.5,2,nht1990
225,16436573,OOM,"2026-07-02 15:25:30",978.4,2,yigitkayali
226,16400682,Poshiri,"2026-07-01 06:59:51",978.3,2,poshiri
227,16376287,Wasabi,"2026-06-18 22:39:26",977.3,2,kqnadeorwasabi
228,16435269,Blu3s,"2026-06-30 19:18:01",977.2,2,atteincueo
229,16443122,motono0223,"2026-07-02 15:02:35",977.0,2,motono0223
230,16386182,Choruru,"2026-07-02 00:07:12",976.8,2,choruru
231,16439198,"Can Kural","2026-07-01 23:19:15",976.2,2,kamocan
232,16412933,"Hongbin Guokaggle","2026-07-02 09:39:57",976.1,2,hongbinguokaggle
233,16382773,magu,"2026-07-02 14:51:28",976.1,2,magu0914
234,16449423,Jiang,"2026-06-29 06:58:29",975.5,2,jiangh091
235,16374746,Yuzuki,"2026-06-18 15:09:47",975.4,2,yuzukiohya
236,16413672,nakayashiki697,"2026-06-29 01:52:02",975.0,2,nakayashiki697
237,16463095,"Masayuki Ueno","2026-07-02 11:03:22",974.9,2,agoringang
238,16395018,キーウィ,"2026-06-24 10:57:49",974.3,2,specialkiwi
239,16376154,niyo,"2026-07-02 09:28:38",973.6,2,yoshikiban
240,16408973,らすはる,"2026-07-02 07:52:25",973.5,2,yamashita
241,16375320,カントー地方マスター,"2026-07-02 12:49:33",973.3,2,"jjinho,ttyn4519"
242,16451196,"Kasasree Google","2026-07-02 12:21:09",973.1,2,kasasreegoogle
243,16411111,"Gotta catch 'em all","2026-06-23 20:52:40",972.8,2,mannanthakur
244,16378270,"Nithin maktha","2026-07-02 13:58:49",972.7,2,makthanithin
245,16448404,AnSuSu,"2026-07-02 16:01:17",972.3,2,tremorix
246,16380112,kenkoooo,"2026-07-02 04:07:27",971.8,2,kenkoooo
247,16388680,poppy457,"2026-06-20 07:17:50",971.6,2,poppy457
248,16460159,"Лукин Алексей","2026-07-01 14:35:12",971.4,2,lukinalexey
249,16405001,"airMac 778","2026-07-02 12:22:16",971.1,2,airmac778
250,16376982,Praxel,"2026-07-02 04:19:00",970.9,2,praxel
251,16375089,romthpt,"2026-07-02 13:16:42",970.7,2,"romthpt,thomashussenet"
252,16399212,Seiyo,"2026-06-28 19:16:59",970.6,2,seiyoo
253,16430550,Ant,"2026-07-02 15:24:22",970.2,2,anthonytrevino
254,16392389,ShinjiroKuroda,"2026-06-30 02:59:12",969.4,2,shinjirokuroda
255,16388315,如月メノウ,"2026-07-02 04:01:34",969.3,2,menoukisaragi
256,16383433,"Kun Zhang","2026-07-02 03:30:27",969.2,2,beicicc
257,16376337,"Sukjae Cho","2026-07-02 04:52:10",968.5,2,jandjenter
258,16388806,yue13,"2026-06-18 13:13:32",968.0,1,yue813
259,16397322,"Psychic Genesis","2026-07-02 02:34:04",968.0,2,"jefersoncollutte,magnusartero"
260,16393904,InkCartridge,"2026-07-02 09:30:06",967.5,2,inkcartridge
261,16388429,rinov321,"2026-07-01 15:42:44",967.5,2,rinov321
262,16373257,"ЧАРИЗАРД Я ВЫБИРАЮ ТЕБЯ","2026-07-01 12:05:24",967.0,2,"aristophanivan,johnjanson,makarrogovik,naladwepo,romantamrazov"
263,16384794,"suguuuuu & hiehie","2026-07-02 15:13:24",966.5,2,"hiromasadoi,sugupoko"
264,16371328,"Syed Saad Hasan Emad","2026-06-26 15:50:32",966.3,2,syedsaadhasanemad
265,16407812,АНАНАС,"2026-07-01 14:02:43",966.0,2,tickflag
266,16395861,Togo,"2026-06-29 10:04:26",965.9,2,"matsudai,togoiwasaki"
267,16381755,Morim,"2026-06-28 11:44:05",965.3,2,takeshimorimura
268,16375835,yoshimasak,"2026-06-23 13:51:51",965.1,1,yoshimasak
269,16372460,"Samyakraj Bayar","2026-07-01 04:26:01",965.0,2,samyakrajbayar
270,16433950,"Anhad Mahajan","2026-06-30 15:00:19",964.5,2,anhadmahajan06
271,16384871,Plamen,"2026-07-02 14:55:34",964.3,2,plamen06
272,16371945,conan1024hao,"2026-06-26 07:36:33",964.2,2,"conan1024,expertsplasher,wangliangji"
273,16375609,taka,"2026-06-21 22:34:55",963.7,2,takaakiishi
274,16396223,gibbonhugs,"2026-06-25 19:38:06",963.5,2,gibbonhugs
275,16424674,"Timmy Juicehouse","2026-07-02 00:31:43",963.2,2,sweetyheehee
276,16384384,RairoRapha,"2026-07-01 22:17:24",963.0,2,thetraveller
277,16382269,itsuki-data,"2026-07-02 10:13:51",962.3,2,itsuki89
278,16379464,APEC,"2026-06-25 03:00:42",962.3,2,"gonzaresuyamada,hayatomurata,hirotomiyadate,shintamorikawa,vibekaggler"
279,16376775,"TrustHub hiroingk","2026-06-18 08:20:23",961.7,2,hiroingk
280,16405495,DeeSaa,"2026-07-01 22:19:27",961.6,2,deesaa
281,16424875,"Changdao Chen","2026-07-01 07:41:26",961.1,2,ccdepsilon
282,16411102,ACoder,"2026-07-02 13:17:51",961.1,2,july7p
283,16375619,askamijo,"2026-07-02 00:20:26",961.1,2,askamijo
284,16379584,yaruwo,"2026-06-18 00:47:39",959.9,1,yaruwo
285,16375972,koucha,"2026-07-02 04:30:01",959.6,2,momotakaaoki
286,16372167,UBI=ISHI,"2026-07-02 13:53:38",959.3,2,"koseitakaki,tsukasa1111"
287,16394106,"Rajan Nagarajan","2026-07-01 15:25:21",958.8,2,narajan
288,16371678,ktm,"2026-07-02 11:23:15",958.6,2,tmhrkt
289,16380796,GarlicToday,"2026-07-02 14:36:27",958.1,2,garlictoday
290,16447394,GoodSmell,"2026-07-02 14:54:52",958.0,2,goodsmell
291,16387665,"Seikan Suzuki","2026-06-29 02:39:45",957.9,2,seikansuzuki
292,16407283,mgoto51004,"2026-07-02 15:18:29",957.8,2,mgoto51004
293,16386122,cimyzzz,"2026-06-29 01:13:54",957.6,2,cimyzzz
294,16376569,"Shunji Minode","2026-07-02 01:47:05",957.6,2,shunjiminode
295,16373713,Dakuma,"2026-06-19 07:38:54",956.7,2,"daiwakun,kumanotani,tenceiling"
296,16377090,ODers,"2026-06-29 11:14:14",956.6,2,"chengyuliou,jameshunggg,kekevin,tonypai"
297,16382234,"hpp sak","2026-07-01 16:25:28",956.5,2,hppsak
298,16372411,"Yoshimura Soichiro","2026-06-30 07:16:44",956.4,2,yoshimurasoichiro
299,16394732,"Akito Maruo","2026-06-20 04:10:53",956.0,2,akitomaruo
300,16374560,honjousetuna,"2026-07-02 07:42:22",955.7,2,honjousetuna
301,16427321,MaybeIcanShow,"2026-07-02 11:52:40",955.7,2,upczbw
302,16371940,ondy0705,"2026-06-28 15:28:52",955.6,2,"bluenero,metaru0812,ondy0705,romyroming"
303,16382090,tachyon_c2,"2026-07-01 10:08:58",955.3,2,tachyonc2
304,16422241,"Raihan Ramadistra","2026-06-30 13:35:54",954.9,2,raihanramadistra
305,16377588,uninc2000,"2026-06-21 10:04:57",954.4,2,uninc2000
306,16387499,"Sérgio Almeida","2026-06-27 14:38:21",954.1,2,serg1oa
307,16389945,koiwashi,"2026-06-23 07:39:43",954.1,2,koiwashi
308,16371690,osgggg,"2026-06-20 16:10:48",953.8,2,"dagtrionet,osgggg"
309,16380893,"Kimiaki Nakamura","2026-06-25 10:15:29",953.7,2,kimiakinakamura
310,16404397,Dasinu,"2026-07-01 00:24:56",953.5,2,"dasinu,tommywong962"
311,16376033,"Mega Layer eX","2026-07-01 02:53:26",952.9,6,"kuto0633,shimacos,skntbass"
312,16444208,"Akshay Punjabi","2026-07-02 11:09:11",952.8,2,theakshay
313,16431443,tmizm,"2026-06-26 06:25:13",952.5,2,takatsugutamaizumi
314,16451525,knomura03,"2026-07-02 07:24:16",952.4,2,knomura03
315,16385968,"Angus Chang","2026-07-01 04:50:13",952.1,2,andrew60909
316,16377894,Orin,"2026-07-02 13:41:08",951.9,2,neon279
317,16376162,showtree,"2026-07-02 07:54:19",951.6,2,showtree
318,16372647,monst_dama,"2026-06-17 01:15:10",950.9,2,monstdama
319,16384896,"Ryan Offstein","2026-06-28 17:06:22",950.7,2,ryanoffstein
320,16386193,ebisu_ya,"2026-07-02 15:46:45",950.5,2,ebisuya
321,16459757,naranja1223,"2026-06-30 14:18:54",950.4,3,"naoyafujishiro,naranja1223"
322,16377684,"Pilkwang Kim","2026-06-29 06:24:33",949.7,2,pilkwang
323,16448642,"인공저능연구소( Artificial Idiocy Lab )","2026-07-02 07:30:48",948.6,2,megayak
324,16397888,ra5anchor,"2026-06-29 12:29:40",948.4,1,junmitsui
325,16387881,konaito,"2026-07-02 10:38:44",948.3,2,konaito
326,16411944,sasanatu72,"2026-06-30 01:27:54",948.2,2,sasanatu72
327,16376729,"G Pokemon","2026-07-01 03:52:31",948.1,2,gboparai
328,16461923,Chellick,"2026-07-02 14:30:12",947.5,2,matweyisupov
329,16378036,Ingenio,"2026-06-28 11:33:22",946.5,2,ingenio
330,16389841,"iwata hiroki","2026-07-02 14:52:32",945.6,2,iwatahiroki
