N’s Zoroark / N’s Zorua,891.8,Marnie's Grimmsnarl / Marnie's Morgrem,981.3
Lopunny / Froslass,885.4,Kangaskhan / Crustle,981.5
Marnie's Grimmsnarl / Marnie's Morgrem,973.6,Thwackey / Dipplin,1051.0
Marnie's Grimmsnarl / Marnie's Morgrem,1015.3,Marnie's Grimmsnarl / Marnie's Morgrem,930.9
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,Lopunny / Froslass,1049.2
Fezandipiti / Alakazam,924.1,Lopunny / Dudunsparce,1032.3
Dragapult / Meowth,1054.7,Marnie's Grimmsnarl / Marnie's Morgrem,945.9
Marnie's Grimmsnarl / Marnie's Morgrem,1074.1,Teal Mask Ogerpon / Hero’s Cape,980.8
Venusaur / Kangaskhan,998.3,Marnie's Grimmsnarl / Marnie's Morgrem,968.2
Hydrapple / Teal Mask Ogerpon,920.9,Marnie's Grimmsnarl / Marnie's Morgrem,959.2
Lucario / Hariyama,1203.5,Fezandipiti / Alakazam,1034.0
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Marnie's Grimmsnarl / Marnie's Morgrem,967.8
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,960.7
Dragapult / Meowth,870.9,Teal Mask Ogerpon / Hero’s Cape,1035.5
Fezandipiti / Alakazam,1035.2,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Lopunny / Froslass,1084.1,Kangaskhan / Cornerstone Mask Ogerpon,848.4
Marnie's Grimmsnarl / Marnie's Morgrem,1040.4,Lopunny / Dudunsparce,1032.3
Marnie's Grimmsnarl / Marnie's Morgrem,893.9,Lopunny / Froslass,600.0
Marnie's Grimmsnarl / Marnie's Morgrem,1039.0,Fezandipiti / Alakazam,969.0
Lopunny / Froslass,913.0,Fezandipiti / Alakazam,1035.4
Kangaskhan / Latias,1162.5,Fezandipiti / Alakazam,941.6
Kangaskhan / Crustle,1066.9,Marnie's Grimmsnarl / Marnie's Morgrem,1002.4
N’s Zoroark / N’s Zorua,891.8,Lucario / Hariyama,1110.2
Lopunny / Froslass,885.4,Marnie's Grimmsnarl / Marnie's Morgrem,874.0
Fezandipiti / Alakazam,1120.8,Marnie's Grimmsnarl / Marnie's Morgrem,930.9
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,Crustle / Dwebble,950.2
Lopunny / Froslass,885.4,Lopunny / Froslass,879.9
Lopunny / Dudunsparce,933.5,Marnie's Grimmsnarl / Marnie's Morgrem,1015.3
Marnie's Grimmsnarl / Marnie's Morgrem,1074.1,Marnie's Grimmsnarl / Marnie's Morgrem,966.5
Hydrapple / Teal Mask Ogerpon,920.9,Fezandipiti / Alakazam,959.0
Kangaskhan / Teal Mask Ogerpon,1169.7,Lucario / Hariyama,1203.5
Hydrapple / Teal Mask Ogerpon,1136.8,Marnie's Grimmsnarl / Marnie's Morgrem,1025.2
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Marnie's Grimmsnarl / Marnie's Morgrem,889.9
Lopunny / Dudunsparce,1032.3,Marnie's Grimmsnarl / Marnie's Morgrem,1089.9
Fezandipiti / Alakazam,1061.7,Fezandipiti / Alakazam,941.6
Dragapult / Meowth,967.4,Dragapult / Meowth,870.9
Lopunny / Froslass,1185.1,Teal Mask Ogerpon / Tapu Bulu,1056.8
Lopunny / Froslass,913.0,Marnie's Grimmsnarl / Marnie's Morgrem,971.6
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Marnie's Grimmsnarl / Marnie's Morgrem,959.2,Cynthia's Garchomp / Cynthia's Gabite,1082.7
Fezandipiti / Alakazam,941.6,Lopunny / Dudunsparce,1054.9
Kangaskhan / Crustle,914.9,Marnie's Grimmsnarl / Marnie's Morgrem,1002.4
Kangaskhan / Crustle,961.3,N’s Zoroark / N’s Zorua,891.8
Lopunny / Froslass,1020.4,Marnie's Grimmsnarl / Marnie's Morgrem,930.9
Kangaskhan / Cornerstone Mask Ogerpon,993.4,Kangaskhan / Cornerstone Mask Ogerpon,1081.7
Marnie's Grimmsnarl / Marnie's Morgrem,1040.4,Lopunny / Dudunsparce,933.5
Fezandipiti / Alakazam,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,1074.1
Hydrapple / Teal Mask Ogerpon,920.9,Kangaskhan / Crustle,1066.9
Marnie's Grimmsnarl / Marnie's Morgrem,1111.6,Marnie's Grimmsnarl / Marnie's Morgrem,1026.1
Dragapult / Meowth,870.9,Cornerstone Mask Ogerpon / Cinderace,778.6
Fezandipiti / Alakazam,878.7,Marnie's Grimmsnarl / Marnie's Morgrem,997.8
Teal Mask Ogerpon / Tapu Bulu,1056.8,Fezandipiti / Alakazam,1061.7
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,940.5
Fezandipiti / Alakazam,951.1,Lopunny / Dudunsparce,1032.3
Meganium / Hydrapple,554.2,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Teal Mask Ogerpon / Hero’s Cape,1025.5,Fezandipiti / Alakazam,941.6
Thwackey / Dipplin,1075.3,Lopunny / Froslass,913.0
Hydrapple / Teal Mask Ogerpon,1166.1,Cynthia's Garchomp / Cynthia's Gabite,1082.7
Lopunny / Froslass,1049.2,Marnie's Grimmsnarl / Marnie's Morgrem,1002.4
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Fezandipiti / Alakazam,941.6
Lopunny / Froslass,885.4,Marnie's Grimmsnarl / Marnie's Morgrem,900.3
Dragapult / Meowth,881.6,Marnie's Grimmsnarl / Marnie's Morgrem,973.6
Marnie's Grimmsnarl / Marnie's Morgrem,1011.0,Kangaskhan / Cornerstone Mask Ogerpon,1081.7
Dragapult / Meowth,1006.7,Marnie's Grimmsnarl / Marnie's Morgrem,968.2
Lucario / Hariyama,1203.5,Kangaskhan / Teal Mask Ogerpon,1169.7
Lopunny / Froslass,1117.5,Lopunny / Lillie’s Clefairy,801.5
Venusaur / Kangaskhan,998.3,Dragapult / Meowth,881.6
Lopunny / Dudunsparce,853.3,Marnie's Grimmsnarl / Marnie's Morgrem,963.3
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,1066.9
Kangaskhan / Teal Mask Ogerpon,918.6,Dragapult / Meowth,870.9
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,600.0
Fezandipiti / Alakazam,998.9,Lopunny / Dudunsparce,1032.3
Marnie's Grimmsnarl / Marnie's Morgrem,893.9,Marnie's Grimmsnarl / Marnie's Morgrem,953.9
Lopunny / Froslass,1185.1,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Dragapult / Meowth,1104.0,Lopunny / Froslass,913.0
Fezandipiti / Alakazam,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,975.5
Dragapult / Dudunsparce,1040.5,Cynthia's Garchomp / Cynthia's Gabite,1082.7
Marnie's Grimmsnarl / Marnie's Morgrem,966.5,Fezandipiti / Alakazam,941.6
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Lucario / Hariyama,1099.5
Meganium / Hydrapple,554.2,Marnie's Grimmsnarl / Marnie's Morgrem,968.2
N’s Zoroark / N’s Zorua,891.8,Marnie's Grimmsnarl / Marnie's Morgrem,953.9
Lopunny / Froslass,885.4,Fezandipiti / Alakazam,1012.8
Marnie's Grimmsnarl / Marnie's Morgrem,975.5,Lopunny / Froslass,879.9
Marnie's Grimmsnarl / Marnie's Morgrem,1074.1,Dragapult / Blaziken,881.6
Fezandipiti / Alakazam,871.8,Teal Mask Ogerpon / Hero’s Cape,631.9
Dragapult / Meowth,881.6,Marnie's Grimmsnarl / Marnie's Morgrem,1026.1
Kangaskhan / Teal Mask Ogerpon,918.6,Marnie's Grimmsnarl / Marnie's Morgrem,961.0
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,940.5
Dragapult / Meowth,870.9,Lopunny / Froslass,1185.1
Fezandipiti / Alakazam,878.7,Fezandipiti / Alakazam,1035.2
Marnie's Grimmsnarl / Marnie's Morgrem,1111.6,Marnie's Grimmsnarl / Marnie's Morgrem,1055.1
Meganium / Hydrapple,554.2,Venusaur / Kangaskhan,998.3
Marnie's Grimmsnarl / Marnie's Morgrem,893.9,Venusaur / Kangaskhan,998.3
Lopunny / Froslass,913.0,Lopunny / Teal Mask Ogerpon,974.8
Fezandipiti / Alakazam,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,1089.9
Marnie's Grimmsnarl / Marnie's Morgrem,1066.9,N’s Zoroark / N’s Zorua,891.8
Fezandipiti / Alakazam,846.6,Lopunny / Froslass,885.4
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,Fezandipiti / Alakazam,935.6
Fezandipiti / Alakazam,924.1,Marnie's Grimmsnarl / Marnie's Morgrem,1066.9
Marnie's Grimmsnarl / Marnie's Morgrem,1074.1,Marnie's Grimmsnarl / Marnie's Morgrem,988.7
Fezandipiti / Alakazam,1030.4,Marnie's Grimmsnarl / Marnie's Morgrem,988.7
Fezandipiti / Alakazam,959.0,Lopunny / Dudunsparce,853.3
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Fezandipiti / Alakazam,989.2
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,854.6
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,1015.3
Kangaskhan / Latias,1162.5,Dragapult / Meowth,870.9
Meganium / Hydrapple,554.2,Marnie's Grimmsnarl / Marnie's Morgrem,959.2
Lopunny / Dudunsparce,1032.3,Marnie's Grimmsnarl / Marnie's Morgrem,1046.9
Marnie's Grimmsnarl / Marnie's Morgrem,893.9,Lopunny / Froslass,827.5
Lopunny / Froslass,913.0,Fezandipiti / Alakazam,848.2
Fezandipiti / Alakazam,941.6,Fezandipiti / Thwackey,954.3
Fezandipiti / Alakazam,941.6,Lopunny / Froslass,885.4
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Fezandipiti / Alakazam,1099.6
N’s Zoroark / N’s Zorua,891.8,Lopunny / Froslass,1088.1
Marnie's Grimmsnarl / Marnie's Morgrem,973.6,Lopunny / Teal Mask Ogerpon,974.8
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,Marnie's Grimmsnarl / Marnie's Morgrem,1055.1
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Fezandipiti / Alakazam,1035.4
Teal Mask Ogerpon / Tapu Bulu,1056.8,Hydrapple / Teal Mask Ogerpon,1136.8
Lopunny / Froslass,963.8,Dragapult / Meowth,870.9
Dragapult / Meowth,870.9,Fezandipiti / Alakazam,694.0
Marnie's Grimmsnarl / Marnie's Morgrem,1037.2,Fezandipiti / Alakazam,878.7
Fezandipiti / Alakazam,1061.7,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Meganium / Hydrapple,554.2,Marnie's Grimmsnarl / Marnie's Morgrem,1039.0
Fezandipiti / Alakazam,1017.2,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Fezandipiti / Alakazam,941.6,Kangaskhan / Cornerstone Mask Ogerpon,978.9
Lucario / Hariyama,991.1,Fezandipiti / Alakazam,941.6
Marnie's Grimmsnarl / Marnie's Morgrem,1015.3,Cynthia's Garchomp / Cynthia's Gabite,1082.7
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Marnie's Grimmsnarl / Marnie's Morgrem,975.5
N’s Zoroark / N’s Zorua,891.8,Kangaskhan / Crustle,961.3
Fezandipiti / Alakazam,1030.4,Marnie's Grimmsnarl / Marnie's Morgrem,930.9
Marnie's Grimmsnarl / Marnie's Morgrem,1078.2,Kangaskhan / Latias,1081.7
Marnie's Grimmsnarl / Marnie's Morgrem,927.4,Dragapult / Meowth,870.9
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Marnie's Grimmsnarl / Marnie's Morgrem,1189.4
Teal Mask Ogerpon / Tapu Bulu,1056.8,Fezandipiti / Alakazam,991.9
Dragapult / Meowth,870.9,Kangaskhan / Crustle,924.1
Dragapult / Meowth,870.9,Lopunny / Dudunsparce,1032.3
Marnie's Grimmsnarl / Marnie's Morgrem,1111.6,Marnie's Grimmsnarl / Marnie's Morgrem,983.8
Meganium / Hydrapple,554.2,Lucario / Hariyama,991.1
Lopunny / Froslass,913.0,Teal Mask Ogerpon / Tapu Bulu,1056.8
Marnie's Grimmsnarl / Marnie's Morgrem,1078.0,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Lopunny / Froslass,1063.2,Fezandipiti / Alakazam,941.6
Kangaskhan / Latias,1162.5,Fezandipiti / Alakazam,941.6
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Fezandipiti / Alakazam,935.6
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Fezandipiti / Alakazam,924.1
Meganium / Hydrapple,554.2,N’s Zoroark / N’s Zorua,891.8
Lucario / Hariyama,884.1,Teal Mask Ogerpon / Hero’s Cape,1035.5
Lopunny / Dudunsparce,853.3,Kangaskhan / Crustle,914.9
Marnie's Grimmsnarl / Marnie's Morgrem,732.5,N’s Zoroark / N’s Zorua,891.8
Lucario / Hariyama,1099.5,Teal Mask Ogerpon / Tapu Bulu,1056.8
Lopunny / Froslass,1020.4,Dragapult / Meowth,870.9
Fezandipiti / Alakazam,878.7,Marnie's Grimmsnarl / Marnie's Morgrem,1015.3
Marnie's Grimmsnarl / Marnie's Morgrem,1111.6,Marnie's Grimmsnarl / Marnie's Morgrem,968.1
Thwackey / Dipplin,1075.3,Meganium / Hydrapple,554.2
Marnie's Grimmsnarl / Marnie's Morgrem,971.6,Lopunny / Froslass,913.0
Marnie's Grimmsnarl / Marnie's Morgrem,1089.9,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Lopunny / Dudunsparce,1032.3,Marnie's Grimmsnarl / Marnie's Morgrem,966.5
Fezandipiti / Alakazam,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,997.8
Marnie's Grimmsnarl / Marnie's Morgrem,1011.0,Fezandipiti / Alakazam,941.6
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Marnie's Grimmsnarl / Marnie's Morgrem,959.2
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Cynthia's Garchomp / Cynthia's Gabite,913.4
Fezandipiti / Alakazam,1013.1,N’s Zoroark / N’s Zorua,891.8
Kangaskhan / Latias,1081.7,Marnie's Grimmsnarl / Marnie's Morgrem,1009.6
Marnie's Grimmsnarl / Marnie's Morgrem,1002.9,Fezandipiti / Alakazam,1012.8
Kangaskhan / Latias,1162.5,Lopunny / Dudunsparce,913.4
Marnie's Grimmsnarl / Marnie's Morgrem,1026.1,Lopunny / Dudunsparce,853.3
Marnie's Grimmsnarl / Marnie's Morgrem,1036.7,Marnie's Grimmsnarl / Marnie's Morgrem,940.5
Marnie's Grimmsnarl / Marnie's Morgrem,732.5,Marnie's Grimmsnarl / Marnie's Morgrem,988.6
Kangaskhan / Crustle,1063.2,Teal Mask Ogerpon / Tapu Bulu,1056.8
Dragapult / Meowth,870.9,Dragapult / Meowth,1104.0
Marnie's Grimmsnarl / Marnie's Morgrem,1009.6,Fezandipiti / Alakazam,878.7
Dragapult / Meowth,870.9,Team Rocket's Mewtwo / Team Rocket's Spidops,1004.4
Marnie's Grimmsnarl / Marnie's Morgrem,1039.0,Meganium / Hydrapple,554.2
Dragapult / Meowth,1104.0,Lopunny / Froslass,913.0
Lopunny / Dudunsparce,1032.3,Lopunny / Dudunsparce,1105.3
Marnie's Grimmsnarl / Marnie's Morgrem,1040.4,Cynthia's Garchomp / Cynthia's Gabite,1082.7
Fezandipiti / Alakazam,941.6,Lopunny / Froslass,1185.1
Teal Mask Ogerpon / Hero’s Cape,1008.0,Marnie's Grimmsnarl / Marnie's Morgrem,1002.4
Marnie's Grimmsnarl / Marnie's Morgrem,973.6,Lopunny / Dudunsparce,913.4
Lopunny / Dudunsparce,913.4,Kangaskhan / Cornerstone Mask Ogerpon,1081.7
Marnie's Grimmsnarl / Marnie's Morgrem,969.6,Fezandipiti / Alakazam,924.1
Dragapult / Meowth,967.4,Fezandipiti / Rillaboom,941.6
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,1026.1
Fezandipiti / Rillaboom,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,732.5
Teal Mask Ogerpon / Tapu Bulu,1056.8,Fezandipiti / Alakazam,1012.8
Marnie's Grimmsnarl / Marnie's Morgrem,959.2,Dragapult / Meowth,870.9
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,1022.6
Marnie's Grimmsnarl / Marnie's Morgrem,1111.6,Marnie's Grimmsnarl / Marnie's Morgrem,602.8
Marnie's Grimmsnarl / Marnie's Morgrem,931.0,Meganium / Hydrapple,554.2
Hydrapple / Teal Mask Ogerpon,1166.1,Lopunny / Dudunsparce,1032.3
Marnie's Grimmsnarl / Marnie's Morgrem,1027.6,Lopunny / Froslass,913.0
Marnie's Grimmsnarl / Marnie's Morgrem,1078.0,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Kangaskhan / Crustle,961.3,Fezandipiti / Alakazam,941.6
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Lopunny / Froslass,963.8
Fezandipiti / Alakazam,941.6,Lucario / Hariyama,1110.2
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Kangaskhan / Cornerstone Mask Ogerpon,993.4
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Thwackey / Dipplin,1051.0
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,N’s Zoroark / N’s Zorua,891.8
Lopunny / Froslass,885.4,Dragapult / Meowth,1104.0
Fezandipiti / Alakazam,1120.8,Kangaskhan / Cornerstone Mask Ogerpon,1081.7
Kangaskhan / Cornerstone Mask Ogerpon,157.9,Lopunny / Froslass,1110.2
Dragapult / Meowth,913.8,Fezandipiti / Alakazam,917.8
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Marnie's Grimmsnarl / Marnie's Morgrem,1026.1
Marnie's Grimmsnarl / Marnie's Morgrem,732.5,Fezandipiti / Alakazam,987.5
Dragapult / Meowth,870.9,Lopunny / Dudunsparce,954.6
Teal Mask Ogerpon / Hero’s Cape,1008.0,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,1037.2
Dragapult / Meowth,870.9,Meganium / Hydrapple,554.2
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Marnie's Grimmsnarl / Marnie's Morgrem,1078.2
Dragapult / Meowth,881.6,Marnie's Grimmsnarl / Marnie's Morgrem,1002.4
Lopunny / Froslass,1049.2,Kangaskhan / Cornerstone Mask Ogerpon,1081.7
Lopunny / Froslass,1078.2,Fezandipiti / Alakazam,1034.0
Lopunny / Froslass,913.0,Fezandipiti / Alakazam,935.6
Dragapult / Dudunsparce,1040.5,Marnie's Grimmsnarl / Marnie's Morgrem,893.9
Lopunny / Dudunsparce,1032.3,Lopunny / Dudunsparce,1054.9
Fezandipiti / Alakazam,941.6,Marnie's Grimmsnarl / Marnie's Morgrem,932.0
Hydrapple / Teal Mask Ogerpon,1136.8,Fezandipiti / Alakazam,941.6
Fezandipiti / Alakazam,969.0,Lopunny / Froslass,1049.2
Marnie's Grimmsnarl / Marnie's Morgrem,1009.6,Lopunny / Froslass,885.4
Marnie's Grimmsnarl / Marnie's Morgrem,966.5,Marnie's Grimmsnarl / Marnie's Morgrem,973.6
Teal Mask Ogerpon / Tapu Bulu,1056.8,Marnie's Grimmsnarl / Marnie's Morgrem,1134.4
Marnie's Grimmsnarl / Marnie's Morgrem,945.9,Fezandipiti / Alakazam,1061.7
Kangaskhan / Cornerstone Mask Ogerpon,1084.1,Marnie's Grimmsnarl / Marnie's Morgrem,1099.5
Kangaskhan / Latias,1162.5,Marnie's Grimmsnarl / Marnie's Morgrem,1026.1
Marnie's Grimmsnarl / Marnie's Morgrem,732.5,Lopunny / Froslass,1078.2
Lopunny / Lillie’s Clefairy,801.5,Marnie's Grimmsnarl / Marnie's Morgrem,1111.6
Dragapult / Meowth,870.9,Marnie's Grimmsnarl / Marnie's Morgrem,889.6
Meganium / Hydrapple,554.2,Marnie's Grimmsnarl / Marnie's Morgrem,1037.2
N’s Zoroark / N’s Zorua,891.8,Lopunny / Dudunsparce,1032.3
Fezandipiti / Alakazam,948.8,Lopunny / Froslass,913.0
Cynthia's Garchomp / Cynthia's Gabite,1082.7,Lopunny / Dudunsparce,1105.3
Kangaskhan / Crustle,961.3,Fezandipiti / Alakazam,941.6
Marnie's Grimmsnarl / Marnie's Morgrem,1002.4,Fezandipiti / Alakazam,975.9
Kangaskhan / Cornerstone Mask Ogerpon,1081.7,Marnie's Grimmsnarl / Marnie's Morgrem,1078.0
Teal Mask Ogerpon / Hero’s Cape,1025.5,Marnie's Grimmsnarl / Marnie's Morgrem,1134.4
